enlace,me_gusta,Publicacion,descripcion,ID_Comentario,Usuario,Texto_Comentario,Cantidad_Likes,Tema_Principal,Sentimiento,Subtema_o_Keyword,Es_Respuesta_A
https://www.instagram.com/p/DMY0jJYPgDY/,1114,135,"Junior Román de la Facultad de Educación se convirtió en leyenda al liderar el gusano con ¡8 días de campamento! 🐛⛺
🍽️ Más de 5 000 raciones, sabor patriótico y doble ración para nuestro héroe.
📸 La rectora lo coronó como el #GusanoLegendario2025 en una jornada inolvidable.

💛 San Marcos vibró, se unió y celebró con alegría y música. Una tradición que cada año alimenta el cuerpo, el espíritu y el amor por nuestra querida Decana de América.
19 sem",C1,sihomaochoa,Mi amada San Marcos 😍❤️,1,Expresión de Amor,Positivo/Afecto,Afecto a la Universidad,-
,,135,,C2,edithcanelo_h,Eres la chica más hermosa qué he visto en toda mi vida verdad ❤️,0,Comentario Personal,Positivo/Elogio,"Atracción Personal, Fuera de Contexto",-
,,135,,C3,jheslynlagos,Ya pero la parte donde vienen con los carteles? O eso no le gusta a la rectora?,3,Crítica Implícita,Negativo/Irónico,"Protesta Estudiantil, Censura",-
,,135,,C4,usuario_aleatorio,Estuvo duro ese almuerzo 🔥😍,1,Comentario sobre el Evento,Positivo/Entusiasmo,"Comida, Experiencia Positiva",-
,,135,,C5,fan_sanmarcos,Retrocedan el tiempo que quiero una laptop así por ser gusana 🐛👀,9,Comentario Humorístico,Positivo/Broma,"Premio (Laptop), Deseo Humorístico",-
,,135,,C6,usuario_social,@giabox01 siiiiii🤭,0,Mención a Usuario,Positivo/Conformidad,"Acuerdo, Compartir",-
,,135,,C7,usuario_filosofico,"Una experiencia, no apta para cualquiera, porque ser sanmarquino tampoco lo es 👁️🫦👁️",7,Reflexión sobre la Experiencia,Positivo/Orgullo,"Exclusividad, Identidad Sanmarquina",-
,,135,,C8,usuario_afectuoso,@riiflores ❤️😘,0,Mención Afectuosa,Positivo/Cariño,Saludo Afectivo,-
,,135,,C9,usuario_sugerencia,De ahora en adelante laptop para los gusanos legendarios,0,Sugerencia,Positivo/Propuesta,"Premio Permanente, Laptop",-
,,135,,C10,usuario_consultor,@eduardovasalf que fue,1,Mención Pregunta,Neutral/Consulta,Pregunta a Usuario,-
,,135,,C11,usuario_respuesta,@joseluisrf15 Un día cualquiera en letras,0,Respuesta Humorística,Positivo/Broma,"Vida en la Facultad, Mención",C10
,,135,,C12,usuario_admirador,Terrible ese especial,3,Elogio General,Positivo/Asombro,"Calidad del Evento, Comida",-
,,135,,C13,usuario_expresivo,XD,0,Reacción General,Positivo/Diversión,Risa,-
,,135,,C14,usuario_etiquetador,@willmm_n,1,Mención a Usuario,Neutral/Compartir,Etiquetar a Amigo,-
,,135,,C15,usuario_etiquetador2,@vmezaillaconza XDDDDDDDD,1,Mención y Risa,Positivo/Diversión,"Etiquetar, Risa Extendida",-
https://www.instagram.com/p/DMYHtwURj-i/?img_index=1,1207,136,"⚽🏆 Copa Amistad UNMSM 2025: El deporte une a San Marcos! 🎉

La Universidad Nacional Mayor de San Marcos promueve la integración y vida saludable con la Copa Amistad UNMSM 2025. Equipos de facultades y barras representativas de Alianza Lima, Universitario y Sporting Cristal se enfrentaron en intensos partidos. ⚽🔥

¡En la gran final, el equipo Barra Crema se coronó campeón tras un emocionante duelo con Matemáticas! 👏🎉

Un torneo lleno de pasión, trabajo en equipo y espíritu sanmarquino. ¡Nos vemos el próximo año! 🏅🎊",C1,sihomaochoa,Arriba mi SM ❤️,0,Apoyo General,Positivo/Orgullo,Aliento a San Marcos,-
,,136,,C2,edithcanelo_h,💛❤️,0,Reacción General,Positivo/Afecto,"Colores, Emoción",-
,,136,,C3,jheslynlagos,Todo un héroe @albercafran 🔥🙌,2,Elogio a Jugador,Positivo/Admiración,"Reconocimiento, Mención",-
,,136,,C4,usuario_aleatorio,@aletruciosb un héroe sin capa,1,Elogio a Jugador,Positivo/Admiración,"Reconocimiento Humorístico, Mención",-
,,136,,C5,fan_sanmarcos,"@clauasencios_ con la mano en el pecho, por el equipo y U de sus amores",1,Expresión de Lealtad,Positivo/Lealtad,"Amor al Equipo, Mención",-
,,136,,C6,usuario_crema,Crema que veo crema que doy like 💛👏,0,Apoyo a Equipo,Positivo/Apoyo,Equipo Barra Crema,-
,,136,,C7,usuario_u,Y dale U toda la vida,4,Lealtad a Club,Positivo/Lealtad,Afinidad con Universitario,-
,,136,,C8,usuario_celebracion,Una copa más de pregrado 🏆♥️🔥🍻⚽️ Y dale U tlv♥️,1,Celebración y Lealtad,Positivo/Festejo,"Logro, Pregrado, Lealtad",-
,,136,,C9,usuario_elegante,"Que elegancia del DT crema , saludos a los campeones !",0,Elogio a DT,Positivo/Respeto,"Director Técnico, Felicitaciones",-
,,136,,C10,usuario_entusiasta,Eseeeeeeeee @albercafran 🔥😂,1,Elogio Entusiasta,Positivo/Entusiasmo,"Mención, Risa",-
,,136,,C11,usuario_aliento,Dale Garra Crema! ❤️🙌,0,Aliento a Equipo,Positivo/Motivación,Espíritu Deportivo,-
,,136,,C12,usuario_legendario,El Chepe es eterno,0,Elogio a Figura,Positivo/Respeto,"Figura Histórica (""Chepe"")",-
,,136,,C13,usuario_detalle,Profe amaya de arquero,0,Observación Específica,Neutral/Informativo,Jugador en Posición,-
,,136,,C14,usuario_mate,Vamos Mate 💙🩵,1,Apoyo a Rival,Positivo/Deportividad,Equipo de Matemáticas,-
,,136,,C15,usuario_observador,"Más sale la semi que la final ,xd",0,Comentario Comparativo,Neutral/Observación,"Calidad de Partidos, Semi vs. Final",-
https://www.instagram.com/p/DMT0yPsPtd5/?img_index=1,4555,137,"La UNMSM regresa tras seis años a la emblemática Gran Parada Cívico‑Militar en la Av. Brasil, del 29 de julio. Con paso firme y gallardo, sus estudiantes y decanos ensayan junto a las Fuerzas Armadas y Policía. 🇵🇪",C1,sihomaochoa,NOOO! QUE HERMOSO 😭😭❤️❤️❤️,1,Reacción Emotiva,Positivo/Emoción,"Emoción, Aprobación",-
,,137,,C2,edithcanelo_h,Yo quierooo participar,15,Deseo de Participar,Positivo/Interés,"Interés, Exclusión Percibida",-
,,137,,C3,jheslynlagos,"@thaniabalboa yo tbm quería ,pero no avisaron :'v",0,Queja por Falta de Comunicación,Negativo/Frustración,"Falta de Difusión, Mención",C2
,,137,,C4,usuario_aleatorio,"Yo quierooooooooo, como seleccionaron a los alumnos? Ni avisaron :((((",43,Queja y Pregunta,Negativo/Indignación,Proceso de Selección Opaco,-
,,137,,C5,fan_sanmarcos,@vasopresina_de_mileto esoooo,3,Apoyo a Queja,Positivo/Conformidad,"Acuerdo, Mención",C4
,,137,,C6,usuario_solidario,"@vasopresina_de_mileto YOOO, nunca avisaron",5,Confirmación de Queja,Negativo/Frustración,"Falta de Información, Mención",C4
,,137,,C7,usuario_consentidor,@vasopresina_de_mileto me hice la misma pregunta;-;,0,Expresión de Duda,Neutral/Curiosidad,"Misma Pregunta, Mención",C4
,,137,,C8,usuario_informado,@vasopresina_de_mileto los operadores se contactaron por privado con cachimbos enviando un forms,6,Información sobre Proceso,Neutral/Informativo,"Método de Contacto, Operadores",C4
,,137,,C9,usuario_participante,"@vasopresina_de_mileto Yo participo, y no es que hayan seleccionado puro lacayo de Jeri xD en caso de mi escuela si difundieron un link a casi todas las bases para que nos podamos inscribir, aunque por gente que conozco de otras escuelas se que no fue así en todas, quizás no querían una sobrepoblación de estudiantes XD igual en el 1er ensayo fueron muchos más y ahora ya han estado seleccionando a los que marchan mejor",4,Testimonio y Aclaración,Neutral/Explicativo,"Experiencia Personal, Selección por Mérito",C4
,,137,,C10,usuario_bromista,Con las fuerzas armadas tienen que marchar? 😂,9,Pregunta Humorística,Positivo/Broma,"Marcha Conjunta, Ironía",-
,,137,,C11,usuario_ironico,"Qué hermoso, irán a saludar y presentar respetos a nuestra presidenta. 🤡🤡🤡",2,Comentario Sarcástico,Negativo/Sarcasmo,"Crítica Política, Presidencia",-
,,137,,C12,usuario_excluido,Yo quierooooooooooo porque no está Psicologíaaaaaaaaaa,2,Queja por Exclusión,Negativo/Frustración,Facultad Omitida,-
,,137,,C13,usuario_critico,Requisito para participar: ser amigo de la rectora.,48,Acusación de Nepotismo,Negativo/Denuncia,"Favoritismo, Amiguismo",-
https://www.instagram.com/p/DMQVAlbsGBL/,3488,138,"👩‍🚀 Mujer peruana conquista el espacio 🚀

Nataly Rojas Barnett, ingeniera de la UNMSM, se convierte en la primera peruana comandante astronauta. 🌍

Desde el MIMP celebramos su logro y recordamos que
✨ las mujeres STEM también hacen historia.

#MujeresConPunche #STEM #OrgulloPeruano #NatalyRojas #MIMP #NiñasEnLaCiencia #FuerzaFemenina #AstronautaPeruana",C1,sihomaochoa,"Que orgullo, muchos exitos👏✨️🔥🔥",1,Felicitación y Orgullo,Positivo/Admiración,"Éxitos, Reconocimiento",-
,,138,,C2,edithcanelo_h,Amo sus lentes 💚,1,Comentario Superficial,Positivo/Aprecio,"Detalle Estético, Lentes",-
,,138,,C3,jheslynlagos,"👏👏👏 la Universidad de San Marcos la Decana de América forma excelentes profesionales,felicitaciones a Nataly por su dedicación,disciplina y el valor de conseguir sus objetivos,felicitaciones a los padres por apoyar a su hija a cristalizar sus metas ,los peruanos a pesar del infortunio de contar con gobernantes que NO están a la altura de la población,con trabajo ,esfuerzo disciplina,amor y dedicación salimos adelante 🙌🙌💪💪😍",65,Elogio Extenso,Positivo/Orgullo,"Formación Universitaria, Reconocimiento Familiar, Crítica Política Implícita",-
,,138,,C4,usuario_aleatorio,@flordejesusromero 💪🏻💪🏻,4,Mención de Apoyo,Positivo/Aliento,"Apoyo, Mención",C3
,,138,,C5,fan_sanmarcos,Que éxito! Felicidades 👏,2,Felicitación Sencilla,Positivo/Alegría,Reconocimiento,-
,,138,,C6,usuario_reconocimiento,Hermoso reconocimiento del MIMP 👏❤️,5,Agradecimiento a Institución,Positivo/Aprecio,Reconocimiento del MIMP,-
,,138,,C7,usuario_admirador,La verdadera inalcanzable 🔥🙌❤️,1,Elogio Personal,Positivo/Admiración,Figura Inspiradora,-
,,138,,C8,usuario_visual,👏 que lindo video 😍,6,Elogio al Contenido,Positivo/Aprecio,Calidad del Video,-
,,138,,C9,usuario_etiquetador,@quantumrick.pe 🙌🙌,1,Mención a Usuario,Positivo/Compartir,"Compartir, Mención",-
,,138,,C10,usuario_admirador2,"Crack, qué orgullo 👏👏👏",4,Elogio y Orgullo,Positivo/Admiración,"Reconocimiento, Orgullo",-
,,138,,C11,usuario_admirador3,La verdadera inalcanzable 🔥😮‍💨,13,Elogio Personal,Positivo/Admiración,Figura Ejemplar,-
,,138,,C12,usuario_corazon,❤️🙌,1,Reacción General,Positivo/Afecto,"Emoción, Apoyo",-
,,138,,C13,usuario_sugerencia,Más difusión a estas noticias 👏👏👏👏,3,Sugerencia,Positivo/Propuesta,Mayor Visibilidad,-
,,138,,C14,usuario_aplauso1,👏👏,2,Aplauso,Positivo/Aprobación,Reconocimiento,-
,,138,,C15,usuario_aplauso2,👏👏👏👏👏,1,Aplauso,Positivo/Aprobación,Reconocimiento,-
,,138,,C16,usuario_corazon2,❤️❤️❤️,1,Reacción General,Positivo/Afecto,Emoción,-
,,138,,C17,usuario_aplauso3,🙌👏👏👏,0,Aplauso,Positivo/Aprobación,Reconocimiento,-
https://www.instagram.com/p/DMO0nP2OE55/?img_index=1,2975,139,"📣COMUNICADO OFICIAL
La Universidad Nacional Mayor de San Marcos expresa su profunda preocupación por la disposición del @congresodelperu que busca extender, de manera inconstitucional, el mandato del actual Consejo Directivo de SUNEDU hasta 2028.
Esta medida vulnera el marco constitucional, afecta la autonomía universitaria y desnaturaliza el proceso legislativo.
Desde el Rectorado de la UNMSM, exhortamos al congreso a eliminar dicha disposición del debate, en defensa del Estado de Derecho, la legalidad y la institucionalidad del sistema universitario.",C1,sihomaochoa,y cuando se pronuncia sm x la ley de amnistía? zzzz,27,Crítica por Otra Causa,Negativo/Indiferencia,"Prioridades, Ley de Amnistía",-
,,139,,C2,edithcanelo_h,Vivamos todos baaa,0,Comentario Sarcástico,Negativo/Irónico,"Desestimación, Sarcasmo",-
,,139,,C3,jheslynlagos,Vallan al T.C en todo caso,0,Sugerencia Legal,Neutral/Propuesta,"Tribunal Constitucional, Acción Legal",-
,,139,,C4,usuario_aleatorio,Contexto no entiendo:c,4,Solicitud de Contexto,Neutral/Confusión,Falta de Información,-
,,139,,C5,fan_sanmarcos,@oxzn.09 estudia noma hijito,4,Respuesta Despectiva,Negativo/Desprecio,"Mención, Descalificación",C4
,,139,,C6,usuario_critico,No se pronunciaron censurando a los matones que mando Jeri el octubre del año pasado.,0,Acusación por Hechos Pasados,Negativo/Denuncia,"Violencia, Gestión de Jeri",-
,,139,,C7,usuario_defensor,La SUNEDU nos costó años de lucha por una mejor educación. No podemos quedarnos callados mientras la usan como moneda de cambio.,0,Defensa de la SUNEDU,Positivo/Urgente,"Importancia de la SUNEDU, Lucha Colectiva",-
https://www.instagram.com/p/DMOgMYuMKet/,728,140,"🎓 Estudiantes del curso de Psicología Social de la UNMSM presentaron sus proyectos en la feria Psico-Accionar: Transformando realidades desde lo colectivo, una actividad de fin de ciclo donde mostraron el trabajo realizado en diversas comunidades de Lima. 🌍💡
A través del enfoque del marco lógico, los alumnos abordaron problemáticas como cohesión social, violencia de género, autoestima, comunicación comunitaria y bienestar en adultos mayores. 👥💬",C1,sihomaochoa,Felicitaciones a todos los chicos de la facultad de Psicología. Muchos éxitos.👏👏👏,0,Felicitación General,Positivo/Orgullo,Reconocimiento a la Facultad,-
,,140,,C2,edithcanelo_h,"@dizagto99 miraaaaa, te acuerdas de nuestra feria?💕",0,Mención y Nostalgia,Positivo/Nostalgia,Recordar Experiencia Pasada,-
,,140,,C3,jheslynlagos,@tatych_36 jajajjaja cuando nos robaron nuestros títeres 😂,1,Recuerdo Humorístico,Positivo/Diversión,"Anécdota Graciosa, Robo",C2
,,140,,C4,usuario_aleatorio,"@dizagto99 ajajajajjaajjajaja aldeitas xd lo había olvidado, hubiese preferido que se mantenga en el olvido",0,Respuesta Humorística,Positivo/Humor,"Olvido Preferible, Broma",C3
,,140,,C5,fan_sanmarcos,@tatych_36 recordar es volver a vivir 😂,0,Refrán Aplicado,Positivo/Humor,"Recordar, Frase Popular",C4
,,140,,C6,usuario_abstraccion1,Trabajo.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Trabajo""",-
,,140,,C7,usuario_abstraccion2,❤️🤍🖤,0,Emojis Sueltos,Neutral/Abstracción,"Colores, Emoción",-
,,140,,C8,usuario_curioso,@mishii.idk que fue no te veo ahí :V,0,Mención Pregunta,Neutral/Consulta,Pregunta sobre Presencia,-
,,140,,C9,usuario_abstraccion3,❤️,0,Emoji Suelto,Neutral/Abstracción,Emoción,-
,,140,,C10,usuario_abstraccion4,Dios.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Dios""",-
,,140,,C11,usuario_abstraccion5,🖤,0,Emoji Suelto,Neutral/Abstracción,"Color, Emoción",-
,,140,,C12,usuario_abstraccion6,Salud.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Salud""",-
,,140,,C13,usuario_abstraccion7,Vida.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Vida""",-
,,140,,C14,usuario_saludo,@its._beel linda belencitaa 🩷🩷🩷,2,Saludo Afectuoso,Positivo/Cariño,"Apodo Cariñoso, Mención",-
,,140,,C15,usuario_abstraccion8,Tiempo.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Tiempo""",-
,,140,,C16,usuario_abstraccion9,Números.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Números""",-
,,140,,C17,usuario_abstraccion10,Yavé.,0,Palabra Suelta,Neutral/Abstracción,Nombre de Dios,-
,,140,,C18,usuario_abstraccion11,Número.,0,Palabra Suelta,Neutral/Abstracción,"Concepto ""Número""",-
https://www.instagram.com/p/DML0c7zPkqU/?img_index=1,4941,141,"🎉🍽️ Nuestros estudiantes de pregrado participaron en el tradicional Almuerzo Especial Sanmarquino por Fiestas Patrias, una jornada de confraternidad organizada por la UNMSM al finalizar cada ciclo académico. 🎓

En la Ciudad Universitaria se entregaron más de 5000 almuerzos y 1800 desayunos, y también se replicó en sedes como San Fernando, SJL y Veterinaria. La rectora Jeri Ramón Ruffner destacó que este evento fortalece los lazos de identidad y comunidad sanmarquina. 🌍💛

Junior Román, estudiante de Educación, acampó durante una semana para obtener el primer ticket y fue declarado “Gusano Legendario”. 🏆🎉

Como premio, Junior recibio de manos de nuestra rectora, Dra. Jeri Ramón Ruffner una laptop, una mochila y una beca del Centro de Idiomas UNMSM. “Valió la pena todo el esfuerzo. No fue por la comida, sino por quedar en la historia de San Marcos”, expresó emocionado. 😌💻🎁",C1,sihomaochoa,Ya quiero vivirlo ✨🥺,2,Deseo Personal,Positivo/Anhelo,Experiencia Futura,-
,,141,,C2,edithcanelo_h,Yummy😂 al cm le gusta Justin Bieber 🫦🙈,12,Comentario sobre el CM,Positivo/Diversión,Gustos Musicales del CM,-
,,141,,C3,jheslynlagos,@the.miyashiro 😂,0,Mención de Risa,Positivo/Diversión,"Risa, Mención",C2
,,141,,C4,usuario_aleatorio,Felicitaciones 👏👏👏,2,Felicitación General,Positivo/Aprobación,Reconocimiento,-
,,141,,C5,fan_sanmarcos,"¡Felicidades, Junior! 👏 Ahora también eres parte de la familia del Centro de Idiomas UNMSM 💙",39,Felicitación Específica,Positivo/Orgullo,"Reconocimiento Institucional, Centro de Idiomas",-
,,141,,C6,usuario_aliento,Bien hecho gusano 🐛 ✨🫶,2,Aliento Humorístico,Positivo/Apoyo,"Apodo ""Gusano"", Reconocimiento",-
,,141,,C7,usuario_admirador,Que guapos los chicos San Marquinos ❤️❤️❤️,0,Elogio General,Positivo/Admiración,Apariencia de Estudiantes,-
,,141,,C8,usuario_respuesta,"@latinguygermany exacto,pero sobre todo cerebritos.",0,Respuesta de Elogio,Positivo/Intelectual,"Inteligencia, Mención",C7
,,141,,C9,usuario_risa,@azuchz 😂,0,Reacción de Risa,Positivo/Diversión,"Risa, Mención",-
,,141,,C10,usuario_nostalgico,"Momentos como este, hicieron especial mi paso por la universidad 🥹 disfruten mis gusanos!!!! Que la pandemia me quitó 2 años en la u 🙁",4,Nostalgia Personal,Positivo/Nostalgia,"Experiencia Pasada, Pandemia",-
,,141,,C11,usuario_felicitacion,Felicitaciones al gusano legendario 2025 - I 🙌👏,10,Felicitación Específica,Positivo/Alegría,Reconocimiento al Ganador,-
,,141,,C12,usuario_filosofico,Vivamos todos!,3,Expresión de Unidad,Positivo/Fraternidad,"Colectividad, Alegría",-
,,141,,C13,usuario_nostalgico2,"Mu querida San Marcos, que nostalgia ya no poder compartir con mi mono @aaronpa05",0,Nostalgia y Mención,Positivo/Nostalgia,"Añoranza, Amigo",-
,,141,,C14,usuario_sorpresa,No puedo creer que premiaron al gusanillo más gusanillo 🤣,73,Comentario Humorístico,Positivo/Sorpresa,"Exageración Humorística, Premio",-
,,141,,C15,usuario_risa2,Jjajajajja nooooo noooooooo el rey del gusaneo tmr😂😂😂😂,2,Reacción Humorística,Positivo/Diversión,"Risa Extendida, ""Rey del Gusaneo""",-
,,141,,C16,usuario_sorpresa2,"Que fue, aparezco ahí xdddd",0,Sorpresa Personal,Positivo/Sorpresa,Aparecer en el Video,-
,,141,,C17,usuario_critico,"Eso catalogan ""almuerzo especial "". Wtf! 😂",10,Crítica Humorística,Negativo/Irónico,"Calidad del Almuerzo, Sorpresa",-
,,141,,C18,usuario_defensa,No lo entenderías.,13,Respuesta Defensiva,Neutral/Elitista,"Exclusividad, Experiencia",C17
,,141,,C19,usuario_defensa2,Son especiales ps,0,Respuesta Defensiva,Positivo/Defensa,"Calidad Especial, Sarcasmo",C17
,,141,,C20,usuario_defensa3,No entenderías la fckn vibra! 😉,1,Respuesta Defensiva,Positivo/Desafiante,"Vibra, Experiencia Única",C17
,,141,,C21,usuario_broma,No tengo sencillo hijita,0,Broma Coloquial,Positivo/Humor,"Frase Popular, Broma",-
,,141,,C22,usuario_politico,Ahora tiene que ser a puerta cerrada con full seguridad porque sino le tiran huevo como a Dina,0,Comentario Político,Negativo/Referencia,"Seguridad, Protesta, Crítica Política",-
https://www.instagram.com/p/DMLmOseSUiZ/,392,142,"🎉 ¡Celebramos los 61 años del Ballet San Marcos con una creación original!

✨ El Centro Cultural de San Marcos, el Ballet San Marcos y el Centro Cultural de España en Lima presentan Cartilla de Alegorías, una potente pieza de danza contemporánea creada por Juan Salas Ariza, destacado integrante del Ballet San Marcos, compañía que celebra 61 años de trayectoria en movimiento 🎭🌟.
Juan Salas comparte escena con Naysha Meneses, Vanessa Rivera, Leila León, Ana María Tarazona y Diana Salcedo, en una propuesta coreográfica que combina emoción, fuerza y simbolismo.

🗓 Miércoles 16 de julio
⏰ 7:00 p.m. – Presentación de la obra
⏰ 7:25 p.m. – Conversatorio
📍 Centro Cultural de San Marcos Av. Nicolás de Piérola 1222, Parque Universitario, Centro Histórico de Lima
🎟 INGRESO LIBRE

✨ Una oportunidad única para disfrutar del talento sanmarquino y apoyar la danza contemporánea local.

#balletsanmarcos #DanzaContemporánea #Performance #SanMarcosCultural #DanzaInclusiva",C1,sihomaochoa,Amo ❤️,1,Expresión de Amor,Positivo/Afecto,Aprecio General,-
